,title,description,detectType,detectCon,detectLanguage,tags,attackTechnique,attackSoftware,references,pattern,dataSource,dataType,dataCollector,dataForwardTo,dataparser,dataParser,dataStorage,dataTable,dataIndex,dataAccess,dataMap,kqlVar,kqlTable,kqlQuery
55,alert_pid_0004_suspicious_access,"['MDE EDR Behavior Alert', 'Sensitive credential memory read']",single_line_match,1,kql,[None],['t1003'],,[None],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Sensitive credential memory read'
56,alert_pid_0006_sensitive_info_lookup,"['MDE EDR Behavior Alert', 'Sensitive information lookup']",single_line_match,1,kql,[None],['t1003'],,['ref_registry.md'],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Sensitive information lookup'
57,createdump_pid_0001_dump_files,['Use createdump executable from .NET to create an dump file'],single_line_match,2,kql,[None],['t1003'],,['ref_createdump.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has 'createdump'
  and ProcessCommandLine has_all ('-f', '-u')"
58,comsvcs_pid_0001_created_minidump,"['Comsvcs used to create minidump of a pid', 'potential lsass or rdp dump depending on pid']",single_line_match,1,kql,[None],['t1003'],,['ref_comsvcs.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('comsvcs', 'minidump')"
59,comsvcs_pid_0002_called_minidumpw_function,"['comsvcs creating a file', 'possible .dmp file', 'potential lsass/rdp dump']",single_line_match,1,kql,[None],['t1003'],,['ref_comsvcs.md'],[None],['windows_os'],"['file_created', 'file_deleted', 'file_renamed', 'file_modified']",m365d_agent,m365d_security_center,,,m365d_security_center,device_file_events,,api_advanced_hunting,,,DeviceFileEvents,| where InitiatingProcessCommandLine has 'comsvcs'
60,comsvcs_pid_0002_called_minidumpw_function,"['Comsvcs used to create minidump of a pid with function 24 MiniDumpw', 'potential lsass or rdp dump depending on pid']",single_line_match,1,kql,[None],['t1003'],,['ref_comsvcs.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('comsvcs', '#24')
  or ProcessCommandLine has_all ('comsvcs', '-24')"
61,sc_pid_0003_disable_sysmon_service,"['Disable Service with Service Control Manager', 'Sysmon Service Stop', 'Sysmon Service Config Disable']",single_line_match,2,kql,[None],['t1562'],,[None],"['sc config Sysmon start=disabled', 'sc stop Sysmon']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has 'Sysmon'
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'"
62,sc_pid_0002_disable_windefend_service,"['Disable Service with Service Control Manager', 'WinDefend Service Stop', 'WinDefend Service Config Disable']",single_line_match,2,kql,[None],['t1562'],,[None],"['sc config WinDefend start=disabled', 'sc stop WinDefend']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has 'windefend'
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'"
63,sc_pid_0005_disable_tanium_service,"['Disable Service with Service Control Manager', 'Tanium Client Service Stop', 'Tanium Client Service Config Disable']",single_line_match,3,kql,[None],['t1562'],,[None],"['sc config Tanium Client start=disabled', 'sc stop Tanium Client']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has_all ('tanium', 'client')
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'"
64,sc_pid_0001_disable_service,['Disable Arbitrary Service with Service Control Manager'],single_line_match,5,kql,[None],['t1562'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has_all ('config', 'start', 'disabled')"
65,sc_pid_0005_disable_tanium_service,"['Disable Service with Service Control Manager', 'Tanium Client Service Stop', 'Tanium Client Service Config Disable']",single_line_match,3,kql,[None],['t1562'],,[None],"['sc stop (service name)', 'sc config (service_name) start= disabled', 'Microsoft Defender Antivirus Service', 'Microsoft Defender Core Service', 'Microsoft Defender Network Inspection Service', 'Microsoft Defender Core Service', 'Windows Defender Advanced Threat Protection Service', 'Windows Security Service', 'Security Center']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'
| where ProcessCommandLine has_all ('microsoft', 'defender')
  or ProcessCommandLine has_all ('threat', 'protection', 'advanced')
  or ProcessCommandLine has_all ('windows', 'security', 'service')
  or ProcessCommandLine has_all ('security', 'center')
"
66,sc_pid_0004_disable_winevt_service,"['Disable Service with Service Control Manager', 'Wn Service Stop', 'Sysmon Service Config Disable']",single_line_match,2,kql,[None],['t1562'],,[None],"['sc config Sysmon start=disabled', 'sc stop Sysmon']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has_all ('Windows', 'Event', 'Log')
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'"
67,amsi_pid_0001_pshell_bypass_initfalied,"['bypass AMSI inspection', 'https://www.mdsec.co.uk/2018/06/exploring-powershell-amsi-and-logging-evasion/']",single_line_match,3,kql,[None],['t1562'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('Automation', 'AmsiUtils', 'amsiInitFailed', 'setValue')
  and ProcessCommandLine has_any ('null', 'true')"
68,amsi_pid_0002_pshell_bypass_registry_provider.yaml,['bypass AMSI inspection'],single_line_match,3,kql,[None],['t1562'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('AMSI', 'providers')
  and ProcessCommandLine has_any ('HKLM', 'HKEY_LOCAL_MACHINE')
  and ProcessCommandLine has_any('remove-item', 'reg')"
69,net_pid_0005_enterprise_admin_group_add,['net command run to add user to enterprise admins group'],single_line_match,1,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('group', 'Domain', 'admins')
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine contains '/add'"
70,net_pid_0006_domain_group_output_redirected_file,"['net command run', ""output redirected '>' or '>>' to a file"", 'potential recon exfil']",single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'group'
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine contains '>>'
  or ProcessCommandLine contains '>'
  or ProcessCommandLine contains 'C$'"
71,net_pid_0010_administrators_localgroup_enum,['net command used to add users in localgroup administrators'],single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('localgroup', 'administrators')
| where ProcessCommandLine contains '/add'"
72,net_pid_0019_user_password_never_expire,"['net CLT used to add user to a domain', 'password set to not expire']",single_line_match,3,kql,[None],['s0039'],,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'user'
| where ProcessCommandLine contains 'net user'
  or ProcessCommandLine contains 'net1 user'
| where ProcessCommandLine has_all ('never', 'expires')"
73,net_pid_0014_localgroup_add,['net command used to add to localgroups'],single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'localgroup'
| where ProcessCommandLine contains '/add'"
74,net_pid_0001_domain_admin_group_enum,['net command run to list users in domain admins group'],single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('group', 'Domain', 'Admins')
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine !contains '/add'"
75,net_pid_0018_domain_user_add,"['net CLT used to add domain users', 'net CLT used to show a users password policy/profile']",single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'user'
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine contains 'net user'
  or ProcessCommandLine contains 'net1 user'
| where ProcessCommandLine contains '/add'"
76,net_pid_0020_view,['net CLT view visible computers'],single_line_match,3,kql,[None],['s0039'],,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'view'"
77,net_pid_0016_user_add,['net CLT used to add users on a device'],single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'user'
  and ProcessCommandLine !contains '/d'
  and ProcessCommandLine contains '/add'
| where ProcessCommandLine contains 'net user'
  or ProcessCommandLine contains 'net1 user'"
78,net_pid_0021_view_all,['net CLT view visible computers'],single_line_match,3,kql,[None],['s0039'],,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('view', 'all')"
79,net_pid_0017_domain_user_enum.yaml,"['net CLT used to list domain users on a device', 'net CLT used to show a users password policy/profile']",single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'user'
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine contains 'net user'
  or ProcessCommandLine contains 'net1 user'
| where ProcessCommandLine !contains '/add'
  and ProcessCommandLine !contains '/delete'"
80,net_pid_0004_domain_admin_group_add,['net command run to add user to domain admins group'],single_line_match,1,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('group', 'Domain', 'admins')
  and ProcessCommandLine contains '/d'
| where ProcessCommandLine contains '/add'"
81,net_pid_0007_redirector_output_file,"['net command run', ""output redirected '>' or '>>' to a file"", 'potential recon exfil']",single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],"['file_create', 'file_rename', 'file_modify', 'file_delete']",m365d_agent,m365d_security_center,,,m365d_security_center,device_file_events,,api_advanced_hunting,,,DeviceFileEvents,"| where InitiatingProcessFileName =~'net.exe'
  or InitiatingProcessFileName =~ 'net1.exe'
| where isnotempty(InitiatingProcessCommandLine)
  and FileName !endswith '.exe'
  and isnotnull(FileSize)"
82,net_pid_0009_administrators_localgroup_enum,['net command used to list users in localgroup administrators'],single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('localgroup', 'administrators')
| where ProcessCommandLine !contains '/add'"
83,net_pid_0015_user,"['net CLT used to list users on a device', 'net CLt used to show a users password policy/profile']",single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'user'
  and ProcessCommandLine !contains '/d'
| where ProcessCommandLine contains 'net user'
  or ProcessCommandLine contains 'net1 user'"
84,net_pid_0012_rdp_localgroup_add,['net command used to add users in localgroup remote desktop users'],single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('localgroup', 'Remote', 'Desktop', 'Users')
| where ProcessCommandLine contains '/add'"
85,net_pid_0011_rdp_localgroup_enum,['net command used to list users in localgroup remote desktop users'],single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('localgroup', 'Remote', 'Desktop', 'Users')
| where ProcessCommandLine !contains '/add'"
86,net_pid_0002_enterprise_admin_group_enum,['net command run to list users in enterprise admins group'],single_line_match,2,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('group', 'Enterprise', 'Admins')
| where ProcessCommandLine contains '/d'
| where ProcessCommandLine !contains '/add'"
87,net_pid_0013_localgroup_enum,"['net command run to list localgroups', 'will list users in a localgroup']",single_line_match,3,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'localgroup'
| where ProcessCommandLine !contains '/add'"
88,net_pid_0022_stop_windefender,['net CLT used to stop window defender service'],single_line_match,3,kql,[None],"['t1562', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('stop', 'windefend')"
89,net_pid_0023_stop_tanium,['net CLT used to stop tanium services'],single_line_match,2,kql,[None],"['t1562', 's0039']",,['ref_net.md'],"['net stop ""tanium client""', 'net stop ""tanium driver service""']",['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('stop', 'tanium')"
90,net_pid_0008_file_masquerade,['net command line tool masquerading'],single_line_match,2,kql,[None],"['t1036', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessVersionInfoOriginalFileName =~ 'net.exe'
  or ProcessVersionInfoOriginalFileName =~ 'net1.exe'
| where FileName !~ 'net.exe'
  and FileName !~ 'net1.exe'"
91,net_pid_0003_domain_group_enum,"['net command run to list groups on a domain', 'will list users in a group if a group name is passed']",single_line_match,4,kql,[None],"['t1069', 's0039']",,['ref_net.md'],[None],['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has 'group'
  and ProcessCommandLine contains '/d'"
92,net_pid_0025_stop_sysmon,['net CLT used to stop sysmon service'],single_line_match,2,kql,[None],"['t1562', 's0039']",,['ref_net.md'],"['net stop ""sysmon""']",['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('stop', 'sysmon')"
93,net_pid_0025_stop_win_event,['net CLT used to stop windows event log service'],single_line_match,2,kql,[None],"['t1562', 's0039']",,['ref_net.md'],"['net stop ""Windows Event Log""']",['windows_os'],['process_created'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has_any ('net', 'net1')
  and FileName endswith '.exe'
  and ProcessCommandLine has_all ('stop', 'windows', 'event', 'log')"
94,net_pid_0024_stop_defender,['net CLT used to stop Windows/MSFT defender services'],single_line_match,2,kql,[None],"['t1562', 's0039']",,['ref_net.md'],"['net stop (service name)', 'Microsoft Defender Antivirus Service', 'Microsoft Defender Core Service', 'Microsoft Defender Network Inspection Service', 'Microsoft Defender Core Service', 'Windows Defender Advanced Threat Protection Service', 'Windows Security Service', 'Security Center']",['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName =~ 'sc.exe'
  or ProcessVersionInfoOriginalFileName =~ 'sc.exe'
| where ProcessCommandLine has_all ('config', 'start', 'disabled')
  or ProcessCommandLine has 'stop'
| where ProcessCommandLine has_all ('microsoft', 'defender')
  or ProcessCommandLine has_all ('threat', 'protection', 'advanced')
  or ProcessCommandLine has_all ('windows', 'security', 'service')
  or ProcessCommandLine has_all ('security', 'center')
"
95,ntdsutil_pid_0002_ifm_ntds,"['This technique uses ""Install from Media"" (IFM), which will extract a copy of the Active Directory database', 'A successful export of the Active Directory database will yield a file modification named ntds.dit to the destination', 'Potential offline password attack']",single_line_match,1,kql,[None],['t1003'],,[None],[None],['windows_os_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('ac', 'i', 'ntds')
  or ProcessCommandLine has_all ('activate', 'instance', 'ntds')
| where ProcessCommandLine has 'ifm'
  or ProcessCommandLine has_all ('Install', 'From', 'Media')
| where ProcessCommand has 'create'"
96,ntdspid_0001,['NTDS.dit indicator in commandline'],single_line_match,1,kql,[None],['t1003'],,[None],[None],['windows_os_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has ('ntds')
  and ProcessCommandLine contains('ntds.dit')"
97,ntdsutil_pid_0001_dump_ntds,"['Sets NTDS or a specific AD LDS instance as the active instance', 'Potential offline password attack']",single_line_match,1,kql,[None],['t1003'],,[None],[None],['windows_os_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('ac', 'i', 'ntds')
  or ProcessCommandLine has_all ('activate', 'instance', 'ntds')
| where ProcessCommandLine has 'ifm'
  or ProcessCommandLine has_all ('Install', 'From', 'Media')"
98,ntdspid_0001_copy_vss,"['Requires Volume Shadow Copy Creation', 'Potential offline password attack']",single_line_match,1,kql,[None],['t1003'],,[None],[None],['windows_os_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('Globalroot', 'copy', 'ntds')
  and ProcessCommandLine contains 'HarddiskVolumeShadowCopy'
  and ProcessCommandLine contains 'ntds.dit'"
99,mpcmdrun_pid_0001_remove_definitions,"['mpcmdrun', None]",single_line_match,3,kql,[None],['t1562'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('mpcmdrun', 'removedefinitions')"
100,cmdkey_pid_0001_list_creds,['Cmdkey.exe to look for cached credentials on the system'],single_line_match,2,kql,[None],['t1003'],,['ref_createdump.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('cmdkey', 'list')"
101,nppspy_pid_0004_static_registry_indicator,['NPPSpy added to registry HKCU or HKLM'],single_line_match,1,kql,[None],['t1003'],,['ref_nppspy.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_any('HKLM', 'HKCU', 'HKEY_LOCAL_MACHINE', 'HKEY_CURRENT_USER')
| where ProcessCommandLine has 'NPPSpy'
"
102,nppspy_pid_0005_reg_key_value_indicator,"['NPPSpy added to registry HKCU or HKLM', 'Targets CurrentControlSet\\Services & NetworkProvider', 'Targets values Class, ProviderPath, Name']",single_line_match,2,kql,[None],['t1003'],,['ref_nppspy.md'],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_any('HKLM', 'HKCU', 'HKEY_LOCAL_MACHINE', 'HKEY_CURRENT_USER')
| where ProcessCommandLine has_all ('CurrentControlSet', 'NetworkProvider')
| where ProcessCommandLine has_all ('Class', 'ProviderPath', 'Name') 
  
"
103,cmstp_pid_0005_spawning_child_process,['cmstp rare activity of cmstp.exe spawning a child process'],single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where InitiatingProcessFileName =~ 'cmstp.exe'
  or InitiatingProcessVersionInfoOriginalFileName =~ 'cmstp.exe'"
104,cmstp_pid_0006_rare_folder_path,"[""rare activity of cmstp.exe being called from any folder that isn't system32""]",single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where FileName has 'cmstp'
  or ProcessVersionInfoOriginalFileName has 'cmstp'
| where FolderPath !contains @'c:\windows\system32\'"
105,cmstp_pid_0002_executing_inf_file_silent_flag,['cmstp installs a specially formatted .inf with silent flag set'],single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has 'cmstp'
  or ProcessVersionInfoOriginalFileName has 'cmstp'
| where ProcessCommandLine contains '.inf'
  and ProcessCommandLine contains '/s'"
106,cmstp_pid_0004_executing_inf_file_single_user_flag,['cmstp installs a specially formatted .inf with single user flag'],single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has 'cmstp'
  or ProcessVersionInfoOriginalFileName has 'cmstp'
| where ProcessCommandLine contains '.inf'
  and ProcessCommandLine contains '/su'"
107,cmstp_pid_0001_executing_inf_file,['cmstp installs a specially formatted .inf'],single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has 'cmstp'
  or ProcessVersionInfoOriginalFileName has 'cmstp'
| where ProcessCommandLine contains '.inf'"
108,cmstp_pid_0003_executing_inf_all_profiles_flag,['cmstp installs a specially formatted .inf with all profiles flag set'],single_line_match,3,kql,[None],['t1218'],,[None],[None],['windows_os'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has 'cmstp'
  or ProcessVersionInfoOriginalFileName has 'cmstp'
| where ProcessCommandLine contains '.inf'
  and ProcessCommandLine contains '/au'"
109,vss_pid_0001_wmic_shadowcopy.yaml,"['WMIC used to create vss', 'Potential offline password attack']",single_line_match,2,kql,[None],['t1003'],,['ref_vss.md'],[None],['windows_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_any ('wmic', 'shadowcopy', 'create')
  and ProcessCommandLine contains 'Volume=c:'"
110,diskshadow_pid_0001_shadowcopy,"['Execute commands to create shadow copy from a script', 'Potential offline password attack']",single_line_match,2,kql,[None],['t1003'],,['ref_vss.md'],[None],['windows_domain_controller'],['process_creation'],m365d_agent,m365d_security_center,,,m365d_security_center,device_process_events,,api_advanced_hunting,,,DeviceProcessEvents,"| where ProcessCommandLine has_all ('diskshadow', '/s')"
